candidate_id,section,line,quote,class,reason,match_patterns
C0166,322,3833,"К тому же вам лучше поторопиться уйти, ведь если появится хозяин коня, то он вряд ли скажет вам спасибо — 181.",e,"Narrative, counterfactual, quoted lore, or an immediate voluntary choice; no branch in this sentence depends on a prior deed.",if
C0167,324,3853,"Магия возникла еще в древности, когда люди стали замечать странные необъяснимые явления, приписываемые действиям магических сил.",e,"Narrative, counterfactual, quoted lore, or an immediate voluntary choice; no branch in this sentence depends on a prior deed.",when
C0168,324,3855,"Однако человек может колдовать только в том случае, если он сам верит в свою способность добиваться сверхъестественного результата с помощью сверхъестественных сил.",e,"Narrative, counterfactual, quoted lore, or an immediate voluntary choice; no branch in this sentence depends on a prior deed.",if
C0169,325,3867,"Когда надо будет воспользоваться услугами птички, то вычитайте 50 из номеров тех параграфов, где будут развилки.",e,"Narrative, counterfactual, quoted lore, or an immediate voluntary choice; no branch in this sentence depends on a prior deed.",when
C0170,329,3905,"Когда вы уже теряете надежду выбраться, вам приходит мысль использовать заклятие Левитации.",e,"Narrative, counterfactual, quoted lore, or an immediate voluntary choice; no branch in this sentence depends on a prior deed.",when
C0171,329,3905,"Если у вас есть заклятие — 432, если нет, то, увы, как вы ни стараетесь, болото не выпустит вас.",a,"Item, money, spell, bag, or numerical resource condition; an acquisition verb alone does not make possession a story-history predicate.",if
C0172,330,3918,"А однажды, когда Барлад Дэрт только вторгся в Зачарованный лес, в лесу жили три волшебника.",e,"Narrative, counterfactual, quoted lore, or an immediate voluntary choice; no branch in this sentence depends on a prior deed.",when
C0173,335,3965,"Если когда-нибудь понадобится каменный Кентавр, то обращайтесь к параграфу 434, а если понадобится огнетушитель — к параграфу 225.",a,"Item, money, spell, bag, or numerical resource condition; an acquisition verb alone does not make possession a story-history predicate.",if;when
C0174,336,3978,"Если удачливы, то 422, если нет — 24.",c,"Luck, dice, or random-outcome condition.",if
C0175,339,4009,"Если знаете, как расшифровать их, сделайте это, если же нет, то придется уходить (425).",a,"Item, money, spell, bag, or numerical resource condition; an acquisition verb alone does not make possession a story-history predicate.",if
C0176,340,4022,"Сделайте необходимые покупки и, если хотите, покиньте деревню по одной из двух дорог: на запад (207) или на юг (316) или оставайтесь в деревне еще (202).",e,"Narrative, counterfactual, quoted lore, or an immediate voluntary choice; no branch in this sentence depends on a prior deed.",if
C0177,341,4033,"Вы произносите заклятие и превращаетесь, как кажется деревенской детворе, в человека, которого вы встретили, когда вошли в деревню.",e,"Narrative, counterfactual, quoted lore, or an immediate voluntary choice; no branch in this sentence depends on a prior deed.",when
C0178,341,4033,"На лицах ребят написано удивление и страх, но когда вы опять принимаете свой истинный облик, в их глазах начинают светиться озорные огоньки.",e,"Narrative, counterfactual, quoted lore, or an immediate voluntary choice; no branch in this sentence depends on a prior deed.",when
C0179,343,4051,"Если да, то 867, если же нет, можете попробовать или взломать ее (1206), или выйти в другую дверь: правую (1003) или среднюю (987).",a,"Item, money, spell, bag, or numerical resource condition; an acquisition verb alone does not make possession a story-history predicate.",if
C0180,345,4073,"Если у вас есть шкура лисы, то покажите ее как образец и проходите (933), если же нет, ни одна другая вещь из вашего заплечного мешка не привлечет их внимания, и вам придется драться (208).",a,"Item, money, spell, bag, or numerical resource condition; an acquisition verb alone does not make possession a story-history predicate.",if
C0181,348,4101,"Если вы удачливы, то 464, если нет — 537.",c,"Luck, dice, or random-outcome condition.",if
C0182,349,4113,"Если понадобится предъявить его, вычтете 40 из номера параграфа, на котором будете находиться.",a,"Item, money, spell, bag, or numerical resource condition; an acquisition verb alone does not make possession a story-history predicate.",if
C0183,349,4115,"Начальник стражи может проводить вас до лестницы, если скажете ему, что вам надо на 4-й этаж (754), или же уходите через одну из трех дверей — 1046.",e,"Narrative, counterfactual, quoted lore, or an immediate voluntary choice; no branch in this sentence depends on a prior deed.",if
C0184,354,4163,Если бы и дальше все было так же легко!,e,"Narrative, counterfactual, quoted lore, or an immediate voluntary choice; no branch in this sentence depends on a prior deed.",if
C0185,355,4174,"Если вы все еще удивляетесь причудам Зачарованного леса, то наверняка подумали, откуда здесь пальмы.",e,"Narrative, counterfactual, quoted lore, or an immediate voluntary choice; no branch in this sentence depends on a prior deed.",if
C0186,355,4174,"Более того, если вы голодны, то можете попытаться залезть на пальму и достать банан — (543), если же нет, то продолжайте свой путь по тропинке (973).",e,"Narrative, counterfactual, quoted lore, or an immediate voluntary choice; no branch in this sentence depends on a prior deed.",if
C0187,356,4184,"Вы решаете испытать звезду: когда подносите ее к средней двери, звезда начинает ярко светиться.",e,"Narrative, counterfactual, quoted lore, or an immediate voluntary choice; no branch in this sentence depends on a prior deed.",when
C0188,361,4233,"Когда вы входили, то видели табличку на двери «Игорный зал».",e,"Narrative, counterfactual, quoted lore, or an immediate voluntary choice; no branch in this sentence depends on a prior deed.",when
C0189,361,4233,"Он требует пропуска и говорит, что иначе через комнату не пройти.",a,"Item, money, spell, bag, or numerical resource condition; an acquisition verb alone does not make possession a story-history predicate.",otherwise
C0190,365,4274,"Если вам нечего больше поставить, то вам придется уйти (919).",a,"Item, money, spell, bag, or numerical resource condition; an acquisition verb alone does not make possession a story-history predicate.",if
C0191,366,4284,"Вы можете либо свернуть по тропинке налево (483), либо пойти прямо (549), либо попробовать свернуть направо, если вам кажется, что так вы скорей достигнете цели (473).",e,"Narrative, counterfactual, quoted lore, or an immediate voluntary choice; no branch in this sentence depends on a prior deed.",if
C0192,368,4311,"Если деретесь с ним, стоя на земле, вычитайте 1 из своей СИЛЫ УДАРА.",b,"Combat outcome, damage, reinforcement, fleeing, deadline, or combat modifier; handled separately from persistent story history.",if
C0193,368,4311,"Если же вы хотите драться с ним на равных, то ПРОВЕРЬТЕ СВОЮ УДАЧУ.",c,"Luck, dice, or random-outcome condition.",if
C0194,368,4311,"Если вы удачливы, то вам удается оседлать коня первого рыцаря, и ваша СИЛА УДАРА не изменится, если же нет — драться все же придется, стоя на земле.",c,"Luck, dice, or random-outcome condition.",if
C0195,368,4311,"Если вы победили рыцаря, то — 482.",b,"Combat outcome, damage, reinforcement, fleeing, deadline, or combat modifier; handled separately from persistent story history.",if;prior_knowledge
C0196,372,4355,Если хотите.,e,"Narrative, counterfactual, quoted lore, or an immediate voluntary choice; no branch in this sentence depends on a prior deed.",if
C0197,372,4361,Если победили — 311.,b,"Combat outcome, damage, reinforcement, fleeing, deadline, or combat modifier; handled separately from persistent story history.",if
C0198,373,4374,"Но вы еще больше удивляетесь, когда видите, что к стенам коридора приделаны канделябры, изображающие человеческие руки, держащие свечи.",e,"Narrative, counterfactual, quoted lore, or an immediate voluntary choice; no branch in this sentence depends on a prior deed.",when
C0199,377,4410,"Если вы удачливы, то 123.",c,"Luck, dice, or random-outcome condition.",if
C0200,377,4410,"Если не удачливы, то вы падаете вниз головой и ломаете позвоночник.",c,"Luck, dice, or random-outcome condition.",if
C0201,378,4421,"Если попробуете отвязать и оседлать коня, то 497, если двинетесь дальше — 181.",e,"Narrative, counterfactual, quoted lore, or an immediate voluntary choice; no branch in this sentence depends on a prior deed.",if
C0202,379,4431,"Теперь же они успокоились и рассказывают, что если вы хотите попасть в замок, то лучше идти в открытую, чем прятаться.",e,"Narrative, counterfactual, quoted lore, or an immediate voluntary choice; no branch in this sentence depends on a prior deed.",if
C0203,379,4431,"Когда однажды они пытались продать дрова и войти в замок с ними (их туда так и не пустили), то видели, как стража извлекала из воза с сеном какого-то человека, пытавшегося проникнуть в цитадель незамеченным.",e,"Narrative, counterfactual, quoted lore, or an immediate voluntary choice; no branch in this sentence depends on a prior deed.",when
C0204,385,4495,"Если вы ему поверили, то, когда увидите дерево, прибавьте 910 к номеру параграфа, на котором будете находиться, и попробуйте поискать клад.",d,"Knowledge, promise, prior encounter, previous visit/action, or named character state; reviewed in STORY_STATE_TABLE.csv.",if;when
C0205,388,4522,"Если у вас есть Оберег, то 26.",a,"Item, money, spell, bag, or numerical resource condition; an acquisition verb alone does not make possession a story-history predicate.",if
C0206,388,4524,"Если есть серебряный сосуд, то 739.",a,"Item, money, spell, bag, or numerical resource condition; an acquisition verb alone does not make possession a story-history predicate.",if
C0207,388,4524,"Если вам нечего вытащить из своего мешка, придется драться.",a,"Item, money, spell, bag, or numerical resource condition; an acquisition verb alone does not make possession a story-history predicate.",if
C0208,388,4524,"Если хотите, попробуйте наложить заклятие Огня (450), заклятие Копии (911).",a,"Item, money, spell, bag, or numerical resource condition; an acquisition verb alone does not make possession a story-history predicate.",if
C0209,388,4539,"Если вы перебили Зеленых рыцарей, то можете либо осмотреть комнату: подойти к шкафу (94) или к бумагам на столе (1098), либо выйти через дверь, через которую вошли рыцари (1196).",b,"Combat outcome, damage, reinforcement, fleeing, deadline, or combat modifier; handled separately from persistent story history.",if
C0210,389,4559,"Если хотите, можете съесть сразу.",e,"Narrative, counterfactual, quoted lore, or an immediate voluntary choice; no branch in this sentence depends on a prior deed.",if
C0211,389,4559,"Но заброшен он или нет, пока еще не видно.",e,"Narrative, counterfactual, quoted lore, or an immediate voluntary choice; no branch in this sentence depends on a prior deed.",when
C0212,390,4569,"Когда Черный маг захватил лес, они были на охоте и ни о чем не знали.",e,"Narrative, counterfactual, quoted lore, or an immediate voluntary choice; no branch in this sentence depends on a prior deed.",when
C0213,390,4569,"Что это значит, они не знают, но надеются, что вы доберетесь до ненавистного чародея, и дарят вам зеркальце и золотой амулет (если он будет нужен, вычтете 333 из номера параграфа, на котором будете находиться).",a,"Item, money, spell, bag, or numerical resource condition; an acquisition verb alone does not make possession a story-history predicate.",if
C0214,390,4569,"Они просят, если вы его встретите, передать ему, что они живы и на свободе, и говорят, что если вам нужна будет его помощь, скажите ему:",d,"Knowledge, promise, prior encounter, previous visit/action, or named character state; reviewed in STORY_STATE_TABLE.csv.",if
C0215,390,4571,"Если вы решили, что встретили их друга, вычтете 35 из номера того параграфа, где вы будете находиться, и попробуйте, если хотите, передать ему послание беглецов.",d,"Knowledge, promise, prior encounter, previous visit/action, or named character state; reviewed in STORY_STATE_TABLE.csv.",if
C0216,391,4586,"Если у вас есть водолазный костюм, можете воспользоваться им — 1004.",a,"Item, money, spell, bag, or numerical resource condition; an acquisition verb alone does not make possession a story-history predicate.",if
C0217,393,4610,"Но сейчас столовая пуста, и вы можете не торопясь осмотреть ее, если только не боитесь, что кто-нибудь войдет.",e,"Narrative, counterfactual, quoted lore, or an immediate voluntary choice; no branch in this sentence depends on a prior deed.",if
C0218,393,4610,"Может быть, когда-нибудь вы узнаете, почему все двери в замке будут закрываться за вашей спиной, но пока есть только один путь — вперед.",e,"Narrative, counterfactual, quoted lore, or an immediate voluntary choice; no branch in this sentence depends on a prior deed.",when
C0219,398,4664,"Вероятно, вы бы не обратили на них никакого внимания, если бы они не направлялись в вашу сторону.",e,"Narrative, counterfactual, quoted lore, or an immediate voluntary choice; no branch in this sentence depends on a prior deed.",if
C0220,398,4666,"Но уж совсем вы опешили, когда самый смелый из детишек попросил показать им нечто вроде фокуса.",e,"Narrative, counterfactual, quoted lore, or an immediate voluntary choice; no branch in this sentence depends on a prior deed.",when
C0221,399,4678,"Если она у вас есть, следуйте к параграфу 325, если нет, то вы говорите, что отказываетесь от подарка.",a,"Item, money, spell, bag, or numerical resource condition; an acquisition verb alone does not make possession a story-history predicate.",if
C0222,402,4714,"Вам удается только долететь до середины озера, когда заклятие перестает действовать.",e,"Narrative, counterfactual, quoted lore, or an immediate voluntary choice; no branch in this sentence depends on a prior deed.",when
C0223,402,4716,"Теперь скорее накладывайте еще одно заклятие Левитации или Плавания (641), иначе упадете в воду (32).",a,"Item, money, spell, bag, or numerical resource condition; an acquisition verb alone does not make possession a story-history predicate.",otherwise
C0224,410,4792,"Можете наполнить флягу, если она пуста (пользуйтесь этой водой так же, как и той, что была у вас в начале путешествия).",a,"Item, money, spell, bag, or numerical resource condition; an acquisition verb alone does not make possession a story-history predicate.",if
C0225,411,4801,"Если у вас есть золотая стрела, вы можете попробовать открыть дверь с соответствующим рисунком (1053).",a,"Item, money, spell, bag, or numerical resource condition; an acquisition verb alone does not make possession a story-history predicate.",if
C0226,411,4801,"Если же нет, то эта дверь останется неприступна.",a,"Item, money, spell, bag, or numerical resource condition; an acquisition verb alone does not make possession a story-history predicate.",if
C0227,411,4801,"Если уже сделали и то, и другое, тогда 489.",d,"Knowledge, promise, prior encounter, previous visit/action, or named character state; reviewed in STORY_STATE_TABLE.csv.",if
C0228,412,4814,"Если есть веревка, то 375, иначе или придется обойти скалу, если еще не делали этого (214), или пойти по другой дороге, вернувшись на развилку (424).",d,"Knowledge, promise, prior encounter, previous visit/action, or named character state; reviewed in STORY_STATE_TABLE.csv.",if;otherwise
C0229,412,4814,"Если есть заклятие Левитации, то можете с его помощью перелететь скалу (405).",a,"Item, money, spell, bag, or numerical resource condition; an acquisition verb alone does not make possession a story-history predicate.",if
C0230,414,4840,"Вы можете, если хотите, свернуть с дороги и поискать в лесу другую, которая шла бы в нужном направлении (1207), или продолжать идти по этой (446).",e,"Narrative, counterfactual, quoted lore, or an immediate voluntary choice; no branch in this sentence depends on a prior deed.",if
C0231,415,4850,"Если оно у вас есть и вы хотите истратить его на медвежонка, то 84.",a,"Item, money, spell, bag, or numerical resource condition; an acquisition verb alone does not make possession a story-history predicate.",if
C0232,415,4850,"Если же нет или не хотите, то вы обманули надежды медведицы, и вам придется драться с ней — 197.",a,"Item, money, spell, bag, or numerical resource condition; an acquisition verb alone does not make possession a story-history predicate.",if
C0233,416,4860,"Вернитесь на 1366 и сделайте самостоятельно выбор, но учтите: если вы свернете, клубочек укатится.",a,"Item, money, spell, bag, or numerical resource condition; an acquisition verb alone does not make possession a story-history predicate.",if
C0234,417,4875,"Если убили его, то идите дальше по тропинке — 228.",b,"Combat outcome, damage, reinforcement, fleeing, deadline, or combat modifier; handled separately from persistent story history.",if
C0235,418,4887,"Если удачливы, то 179, если же нет, то последнее, что вы увидите в этой жизни, будет громадный черный валун, настигающий вас, и буквы Б и Д, горящие на нем и закрывающие от вас небо…",c,"Luck, dice, or random-outcome condition.",if
C0236,421,4917,"Если вы раньше встречались с ней, то должны знать, что она — вампир.",e,"Narrative, counterfactual, quoted lore, or an immediate voluntary choice; no branch in this sentence depends on a prior deed.",if;explicit_history
C0237,421,4917,"Если вы удачливы, то 577, если же нет, то вы даже не успеваете встать.",c,"Luck, dice, or random-outcome condition.",if
C0238,422,4928,"Пока приходите в себя после пережитого, они бесшумно скрываются в лесу.",e,"Narrative, counterfactual, quoted lore, or an immediate voluntary choice; no branch in this sentence depends on a prior deed.",when
C0239,425,4957,"Если вы все еще ориентируетесь в лесу, то без труда определите, в нужную сторону она идет или нет.",e,"Narrative, counterfactual, quoted lore, or an immediate voluntary choice; no branch in this sentence depends on a prior deed.",if
C0240,425,4957,"Если вы голодны, то можете попытаться поймать его и восстановить свои силы (184), если же нет, то продолжайте свой путь (360).",e,"Narrative, counterfactual, quoted lore, or an immediate voluntary choice; no branch in this sentence depends on a prior deed.",if
C0241,429,5005,"Если вы убили Гоблина, то 572.",b,"Combat outcome, damage, reinforcement, fleeing, deadline, or combat modifier; handled separately from persistent story history.",if;prior_knowledge
C0242,430,5017,"Когда вы подходите ближе, то видите, что они растут вокруг небольшого водоема.",e,"Narrative, counterfactual, quoted lore, or an immediate voluntary choice; no branch in this sentence depends on a prior deed.",when
C0243,430,5025,"Если у вас есть водолазный костюм, то — 396.",a,"Item, money, spell, bag, or numerical resource condition; an acquisition verb alone does not make possession a story-history predicate.",if
C0244,435,5075,"Если вы действительно уже встречали кого-то из их знакомых, то сложите порядковые номера букв, составляющих его имя, прибавьте, прибавьте к этому «30» и посмотрите параграф с этим номером.",d,"Knowledge, promise, prior encounter, previous visit/action, or named character state; reviewed in STORY_STATE_TABLE.csv.",if;explicit_history
C0245,435,5075,"Если же вы обманули их, то ваш обман непременно откроется, и лучше уж самому начать бой — 100.",d,"Knowledge, promise, prior encounter, previous visit/action, or named character state; reviewed in STORY_STATE_TABLE.csv.",if
C0246,436,5084,"Если вы удачливы, то 456, если же нет, то паук затягивает вас на дерево, и вам приходится драться с ним.",c,"Luck, dice, or random-outcome condition.",if
C0247,436,5090,"Если вы победили, то 351.",b,"Combat outcome, damage, reinforcement, fleeing, deadline, or combat modifier; handled separately from persistent story history.",if;prior_knowledge
C0248,437,5107,"Он отскакивает назад, а вас появляется время, чтобы, если хотите успеть наложить заклятие.",e,"Narrative, counterfactual, quoted lore, or an immediate voluntary choice; no branch in this sentence depends on a prior deed.",if
C0249,437,5109,"Можете, если есть желание, попробовать убежать (230).",e,"Narrative, counterfactual, quoted lore, or an immediate voluntary choice; no branch in this sentence depends on a prior deed.",if
C0250,439,5134,"— если отгадаешь загадку, подарок тебе сделаю, не отгадаешь — не солоно хлебавши уйдешь».",d,"Knowledge, promise, prior encounter, previous visit/action, or named character state; reviewed in STORY_STATE_TABLE.csv.",if
C0251,439,5134,"Если вы отгадали загадку, то, конечно же, поняли о чем или о ком идет речь.",d,"Knowledge, promise, prior encounter, previous visit/action, or named character state; reviewed in STORY_STATE_TABLE.csv.",if
C0252,439,5134,"Если же не отгадали, как ни грустно, а придется уходить по дорожке, ведущей от дома (53).",d,"Knowledge, promise, prior encounter, previous visit/action, or named character state; reviewed in STORY_STATE_TABLE.csv.",if
C0253,440,5149,"Если вы убили дракона, то подберите золотой ключ, упавший с его шеи (прибавляйте 30 к номеру параграфа, на котором ключ понадобится), — 353.",b,"Combat outcome, damage, reinforcement, fleeing, deadline, or combat modifier; handled separately from persistent story history.",if;prior_knowledge
C0254,442,5171,"Примете его предложение (186) или откажетесь и пойдете дальше разглядывать деревню (202) или, если хотите, покинете деревню по одной из двух дорог: на запад (207), на юг (316)?",e,"Narrative, counterfactual, quoted lore, or an immediate voluntary choice; no branch in this sentence depends on a prior deed.",if
C0255,444,5194,"Если хотите, то можете теперь подойти к другому полотну (1006) или уйти из комнаты (507).",e,"Narrative, counterfactual, quoted lore, or an immediate voluntary choice; no branch in this sentence depends on a prior deed.",if
C0256,448,5249,"Если вы победили, — 351.",b,"Combat outcome, damage, reinforcement, fleeing, deadline, or combat modifier; handled separately from persistent story history.",if;prior_knowledge
C0257,451,5282,"Но учтите: если вы свернете, клубочек укатится, и вам придется дальше идти без него.",a,"Item, money, spell, bag, or numerical resource condition; an acquisition verb alone does not make possession a story-history predicate.",if
C0258,454,5318,"Если у вас нет ничего подходящего или вы не хотите ничего отдавать, то сражайтесь — 3.",a,"Item, money, spell, bag, or numerical resource condition; an acquisition verb alone does not make possession a story-history predicate.",if
C0259,455,5334,"Но если удалось победить, то 811.",b,"Combat outcome, damage, reinforcement, fleeing, deadline, or combat modifier; handled separately from persistent story history.",if
C0260,456,5353,"Если вы победили, то 351.",b,"Combat outcome, damage, reinforcement, fleeing, deadline, or combat modifier; handled separately from persistent story history.",if;prior_knowledge
C0261,457,5365,"Если вы встретите одного или нескольких Зеленых рыцарей, зажмите жемчужину между двумя ладонями так, что бы они видели ее.",b,"Combat outcome, damage, reinforcement, fleeing, deadline, or combat modifier; handled separately from persistent story history.",if
C0262,457,5365,"Так будет продолжаться, пока у вас не наберется 12 глаз, после чего действие черной жемчужины прекратится.",b,"Combat outcome, damage, reinforcement, fleeing, deadline, or combat modifier; handled separately from persistent story history.",when
C0263,458,5374,"Потом она просит передать привет разбойникам, если вы их встретите.",d,"Knowledge, promise, prior encounter, previous visit/action, or named character state; reviewed in STORY_STATE_TABLE.csv.",if
C0264,459,5383,"Когда вы попадаете в темный коридор на другой стороне, предусмотрительно прихватив с собой свечку, дверь за вашей спиной тихо встает на место, и вы не можете даже сказать, где она была раньше — 930.",e,"Narrative, counterfactual, quoted lore, or an immediate voluntary choice; no branch in this sentence depends on a prior deed.",when
C0265,461,5403,"Но передвигаться приходиться в полной темноте около двух часов, пока он не заканчивается каким-то люком.",e,"Narrative, counterfactual, quoted lore, or an immediate voluntary choice; no branch in this sentence depends on a prior deed.",when
C0266,464,5435,"Если есть веревка, то (530).",a,"Item, money, spell, bag, or numerical resource condition; an acquisition verb alone does not make possession a story-history predicate.",if
C0267,464,5435,"Если нет ни веревки, ни заклятия — 472.",a,"Item, money, spell, bag, or numerical resource condition; an acquisition verb alone does not make possession a story-history predicate.",if
C0268,465,5446,"Когда вам удается выровнять курс, то вы оказываетесь по другую сторону замка, т. е. вы облетаете его с другой стороны.",e,"Narrative, counterfactual, quoted lore, or an immediate voluntary choice; no branch in this sentence depends on a prior deed.",when
C0269,465,5450,"Когда вы останавливаетесь у стен Черного Замка, то видите, что солнце уже совсем низко и скоро зайдет за горизонт.",e,"Narrative, counterfactual, quoted lore, or an immediate voluntary choice; no branch in this sentence depends on a prior deed.",when
C0270,468,5481,"Вы понимаете свою ошибку — это враги, а спрятаться уже некуда (если есть черная жемчужина — действуйте!",a,"Item, money, spell, bag, or numerical resource condition; an acquisition verb alone does not make possession a story-history predicate.",if
C0271,470,5505,"Вычитайте 2 из СИЛЫ УДАРА одного из гоблинов, когда будете сражаться — 536.",b,"Combat outcome, damage, reinforcement, fleeing, deadline, or combat modifier; handled separately from persistent story history.",when
C0272,471,5514,"В небольшом сундучке, стоящем под кроватью, находите 8 золотых, медный браслет, новый заплечный мешок (вы его можете взять в том случае, если у вас нет своего, либо свой мешок вы оставите здесь, либо отведете для него 2 места в вашем заплечном мешке) и связку разных ключей, из которых вы можете взять один с миниатюрным рельефным изображением Черного замка.",a,"Item, money, spell, bag, or numerical resource condition; an acquisition verb alone does not make possession a story-history predicate.",if
C0273,473,5531,"Если вы выбрали дорогу направо, то вам не повезло.",e,"Narrative, counterfactual, quoted lore, or an immediate voluntary choice; no branch in this sentence depends on a prior deed.",if
C0274,473,5531,"Если хотите, можете свернуть с дороги и поискать другую (561), или идите дальше (22).",e,"Narrative, counterfactual, quoted lore, or an immediate voluntary choice; no branch in this sentence depends on a prior deed.",if
C0275,474,5547,"Если вы победили паука, то можете поискать его логово — 550.",b,"Combat outcome, damage, reinforcement, fleeing, deadline, or combat modifier; handled separately from persistent story history.",if;prior_knowledge
C0276,478,5586,"Каждый раз, когда вы будете встречаться с врагом, вам потребуются все силы, чтобы подавить в себе ужас перед ним.",e,"Narrative, counterfactual, quoted lore, or an immediate voluntary choice; no branch in this sentence depends on a prior deed.",when
C0277,479,5595,"Если он понадобится вам, отнимите 140 из номера параграфа, на котором тогда будете.",a,"Item, money, spell, bag, or numerical resource condition; an acquisition verb alone does not make possession a story-history predicate.",if
C0278,481,5625,"Если вы победили ее, то поторопитесь выйти в дверь, скрытую за портьерой, висящей справа от вас — 912.",b,"Combat outcome, damage, reinforcement, fleeing, deadline, or combat modifier; handled separately from persistent story history.",if;prior_knowledge
C0279,486,5685,"Если вы побелили их, то наградой вам будет всего 1 золотой в кармане первого дровосека.",b,"Combat outcome, damage, reinforcement, fleeing, deadline, or combat modifier; handled separately from persistent story history.",if
C0280,487,5700,"Если захотите использовать его, прибавьте 40 к номеру параграфа, на котором будет находиться дверь, и если ее можно открыть перстнем, она откроется.",a,"Item, money, spell, bag, or numerical resource condition; an acquisition verb alone does not make possession a story-history predicate.",if
C0281,488,5711,"Вам же ничего не остается, как идти назад, но когда вы проходите два поворота, и вот-вот должен показаться третий, перед вами вырастает глухая стена.",e,"Narrative, counterfactual, quoted lore, or an immediate voluntary choice; no branch in this sentence depends on a prior deed.",when
C0282,488,5711,"Если вы не хотите умереть с голода или сойти с ума и прыгнуть в реку, вы, конечно, попытаетесь выбраться отсюда.",e,"Narrative, counterfactual, quoted lore, or an immediate voluntary choice; no branch in this sentence depends on a prior deed.",if
C0283,489,5723,"Когда дверь распахивается, вы видите, что врагов слишком много — нападают сразу двенадцать Зеленых рыцарей во главе с Бароном.",e,"Narrative, counterfactual, quoted lore, or an immediate voluntary choice; no branch in this sentence depends on a prior deed.",when
C0284,490,5731,"Вам удается пересечь пустое пространство без потерь, если не считать того, что вы стукаетесь головой о противоположную стенку.",e,"Narrative, counterfactual, quoted lore, or an immediate voluntary choice; no branch in this sentence depends on a prior deed.",if
C0285,497,5797,"Если вы удачливы, то 51, если нет — 322.",c,"Luck, dice, or random-outcome condition.",if
C0286,501,5848,"Если вы удачливы, то 263, если же нет, то 569.",c,"Luck, dice, or random-outcome condition.",if
C0287,505,5900,"Пока сражались, лодку унесло течением.",e,"Narrative, counterfactual, quoted lore, or an immediate voluntary choice; no branch in this sentence depends on a prior deed.",when
C0288,506,5918,"Если вы убили Оборотня, то можете снять с его шеи Оберег и надеть на себя.",b,"Combat outcome, damage, reinforcement, fleeing, deadline, or combat modifier; handled separately from persistent story history.",if;prior_knowledge
C0289,515,6020,"Вероятно, не надо было двигаться в обход замка: ведь если не рискнуть войти в ворота, то вряд ли представится другая возможность преодолеть высокие мрачные стены.",e,"Narrative, counterfactual, quoted lore, or an immediate voluntary choice; no branch in this sentence depends on a prior deed.",if
C0290,520,6073,"Вы тоже можете забыть о нем, но если он был не один, то с другими вам придется разбираться другими средствами.",b,"Combat outcome, damage, reinforcement, fleeing, deadline, or combat modifier; handled separately from persistent story history.",if
C0291,521,6084,"Если оно у вас есть, то 326, если же нет, то ваше путешествие окончено…",a,"Item, money, spell, bag, or numerical resource condition; an acquisition verb alone does not make possession a story-history predicate.",if
C0292,522,6095,"Когда захотите этим воспользоваться, то просто обратите обратно на врага заклятие, которое он наложил на вас.",b,"Combat outcome, damage, reinforcement, fleeing, deadline, or combat modifier; handled separately from persistent story history.",when
C0293,527,6140,"Когда она видит зеркальце, то лицо ее искажается злобой.",e,"Narrative, counterfactual, quoted lore, or an immediate voluntary choice; no branch in this sentence depends on a prior deed.",when
C0294,528,6153,"Если вы победили, то 267.",b,"Combat outcome, damage, reinforcement, fleeing, deadline, or combat modifier; handled separately from persistent story history.",if;prior_knowledge
C0295,532,6198,"Если удалось дважды ранить Дракона, то 437.",b,"Combat outcome, damage, reinforcement, fleeing, deadline, or combat modifier; handled separately from persistent story history.",if
C0296,534,6221,"Теперь, если придется выбираться из замка, а в комнате будет открытое окно, вы можете позвать его, посмотрев параграф 1138.",d,"Knowledge, promise, prior encounter, previous visit/action, or named character state; reviewed in STORY_STATE_TABLE.csv.",if
C0297,534,6221,"Теперь, если ваше Мастерство равно 9 или меньше, то.",a,"Item, money, spell, bag, or numerical resource condition; an acquisition verb alone does not make possession a story-history predicate.",if
C0298,534,6221,"Иначе, — 750.",a,"Item, money, spell, bag, or numerical resource condition; an acquisition verb alone does not make possession a story-history predicate.",otherwise
C0299,535,6239,"Если у вас ничего нет, то, как ни жаль, придется уходить — 354.",a,"Item, money, spell, bag, or numerical resource condition; an acquisition verb alone does not make possession a story-history predicate.",if
C0300,536,6266,"Если победили, то 257.",b,"Combat outcome, damage, reinforcement, fleeing, deadline, or combat modifier; handled separately from persistent story history.",if
C0301,539,6303,"Если хотите, можете свернуть на нее (452), или все же не будете сворачивать и пойдете дальше (460).",e,"Narrative, counterfactual, quoted lore, or an immediate voluntary choice; no branch in this sentence depends on a prior deed.",if
C0302,542,6338,"Когда будете драться мечом Зеленого рыцаря, то прибавляйте себе каждый раз 1 МАСТЕРСТВО.",b,"Combat outcome, damage, reinforcement, fleeing, deadline, or combat modifier; handled separately from persistent story history.",when
C0303,547,6389,"Если это так, то почему она еще не сработала?",e,"Narrative, counterfactual, quoted lore, or an immediate voluntary choice; no branch in this sentence depends on a prior deed.",if
C0304,555,6480,"Пока переходите мост, вас замечает охрана, которая уже ждет на дороге.",e,"Narrative, counterfactual, quoted lore, or an immediate voluntary choice; no branch in this sentence depends on a prior deed.",when
C0305,557,6502,"Когда ваши опасения не оправдываются, вы вроде немного успокаиваетесь, но вам неудержимо хочется сойти с этой дороги и поискать другую.",e,"Narrative, counterfactual, quoted lore, or an immediate voluntary choice; no branch in this sentence depends on a prior deed.",when
